weight,age,height,size
67,24,175.26,L
80,30,177.8,XL
57,37,154.94,M
61,41,160.02,M
60,29,162.56,M
71,31,167.64,L
48,36,160.02,S
68,25,165.1,XL
71,36,170.18,XL
52,36,154.94,S
73,34,164.94,XL
77,29,162.56,XL
73,47,175.26,XL
67,31,167.64,L
58,26,162.56,M
61,35,165.1,M
68,47,167.64,XL
61,36,167.64,M
52,39,162.56,S
54,53,167.64,S
52,33,157.48,S
56,41,162.56,M
52,55,,M
73,32,167.64,XL
61,42,177.8,M
58,30,157.48,M
63,22,167.64,M
61,33,177.8,M
53,33,157.48,S
69,44,170.18,XL
55,45,154.94,M
62,28,160.02,L
67,32,170.18,L
53,31,167.64,M
63,33,167.64,M
61,54,152.4,L
67,32,160.02,L
70,39,170.18,L
63,27,167.64,M
72,35,170.18,XL
69,41,172.72,L
67,32,170.18,L
71,37,172.72,L
66,38,175.26,L
76,29,175.26,L
47,45,157.48,S
58,35,160.02,M
58,42,172.72,M
71,31,167.64,L
76,37,175.26,XL
51,50,160.02,S
71,37,167.64,L
58,23,170.18,M
77,32,175.26,L
51,20,159.86,S
52,41,157.48,S
65,30,175.26,M
67,44,175.26,L
49,34,160.02,S
64,41,175.26,M
61,28,172.72,M
52,21,,M
70,33,167.48,XL
49,24,167.64,S
61,31,157.48,L
49,37,162.56,S
52,22,157.48,S
56,25,167.64,M
51,35,167.8,S
58,37,170.18,M
56,38,160.02,M
54,46,160.02,S
58,42,162.56,M
63,42,154.94,L
70,37,167.64,XL
74,39,177.8,L
53,42,160.02,M
47,35,160.02,S
76,31,170.18,XL
49,36,167.64,S
52,29,157.48,M
68,32,162.56,L
67,32,162.56,L
65,42,162.56,XL
64,26,170.18,L
63,22,160.02,L
66,30,175.26,XL
65,38,162.56,XL
58,28,167.64,M
67,41,167.64,L
58,26,162.56,M
52,33,157.48,S
73,46,167.48,XL
61,22,157.48,L
61,32,162.56,M
64,43,167.64,L
58,34,172.72,M
61,25,177.8,M
52,21,162.56,M
74,41,170.18,XL
58,29,162.56,M
49,28,157.48,S
58,39,162.56,M
53,29,160.02,S
52,29,162.56,S
71,31,175.26,XL
75,35,167.64,XL
56,30,154.94,M
48,35,152.4,S
67,31,167.64,L
77,27,167.64,XL
58,32,162.56,M
74,41,172.72,L
76,37,170.18,XL
71,20,172.72,L
55,38,160.02,M
74,30,175.26,L
78,26,175.26,XL
56,33,172.72,M
56,42,162.56,M
56,31,167.64,M
55,29,162.56,M
56,31,170.18,M
52,25,154.94,S
64,48,167.64,L
54,42,165.1,S
71,29,175.26,XL
56,26,165.1,M
47,32,157.48,S
73,36,170.18,XL
54,35,160.02,S
53,21,162.56,M
71,55,170.18,XL
56,30,165.1,M
77,23,167.64,XL
63,23,175.26,M
73,43,167.48,XL
76,27,170.18,XL
54,38,160.02,M
54,31,162.56,M
61,37,177.8,M
63,31,162.56,M
63,48,160.02,XL
48,33,157.48,S
51,29,162.56,S
54,28,162.56,S
56,30,170.18,M
50,32,154.94,S
58,37,172.72,M
52,33,162.56,M
68,33,162.56,XL
53,28,170.26,S
69,31,165.1,L
70,35,177.8,L
74,32,165.1,XL
58,32,165.1,M
69,35,170.18,L
71,28,172.72,L
68,26,165.1,XL
52,52,165.1,M
76,48,172.72,XL
47,28,162.56,S
69,26,165.1,L
54,29,167.64,S
65,23,162.56,XL
62,29,170.18,L
72,46,162.56,L
63,27,157.48,L
51,27,162.56,S
65,24,170.18,M
75,34,170.18,XL
72,38,172.72,XL
52,33,167.64,S
71,45,172.72,L
53,25,157.48,S
58,39,152.4,L
72,31,172.72,XL
58,53,160.02,M
53,36,162.56,S
80,27,175.26,XL
57,37,157.48,M
69,35,172.72,L
47,39,162.56,S
62,32,160.02,XL
57,31,167.64,M
47,41,157.48,S
71,30,170.18,L
70,49,,XL
61,31,,M
69,45,172.72,XL
54,27,170.18,S
67,33,162.56,L
67,26,162.56,L
74,21,177.8,L
73,31,170.18,XL
56,48,170.18,M
53,37,165.1,S
56,27,165.1,M
56,29,165.1,M
58,28,175.26,M
67,46,167.64,L
62,49,172.72,M
58,33,165.1,M
54,27,162.56,S
72,34,170.18,XL
71,34,175.26,L
69,20,170.18,L
67,29,160.02,L
58,42,165.1,M
53,44,160.02,M
54,33,167.48,S
64,27,172.72,M
72,28,170.18,L
54,32,160.02,S
66,36,172.72,L
63,26,170.18,M
56,30,162.56,M
76,30,175.26,XL
71,30,177.8,L
51,28,156.94,M
54,52,152.4,M
55,26,170.18,M
71,32,177.8,L
52,19,165.1,S
63,38,170.18,M
74,25,170.18,L
69,31,167.64,L
55,40,157.48,M
70,33,170.18,XL
52,30,157.48,M
66,28,167.64,L
62,26,160.02,XL
50,32,160.02,S
68,38,165.1,XL
52,31,165.1,S
73,27,175.26,L
55,58,170.18,M
55,28,162.8,S
73,37,167.64,XL
68,27,167.64,L
53,41,165.1,S
58,38,160.02,M
53,32,164.94,S
64,47,172.72,L
63,31,160.02,XL
76,35,177.8,XL
78,31,177.8,XL
58,32,167.64,M
61,27,175.26,M
74,54,170.18,XL
71,31,172.72,L
67,38,172.72,L
71,27,165.1,L
54,31,162.56,S
69,29,180.34,XL
51,46,162.56,M
58,31,167.64,M
72,30,170.18,XL
71,34,175.26,XL
71,35,172.72,XL
76,32,170.18,XL
65,33,160.02,XL
54,43,167.48,S
61,36,159.86,L
63,27,167.64,M
51,25,162.56,S
54,36,170.18,M
60,32,154.94,L
61,31,165.1,M
68,30,160.02,L
69,43,170.18,XL
61,28,160.02,M
68,27,167.64,XL
78,25,172.72,XL
71,45,167.64,XL
71,29,167.64,L
68,35,162.56,L
54,32,162.56,M
76,25,177.8,XL
53,32,170.18,S
52,34,165.1,S
63,37,160.02,L
61,27,170.18,M
54,30,152.4,M
77,26,175.26,XL
61,26,,M
69,47,177.8,L
72,27,162.56,L
54,29,165.1,S
64,59,170.18,L
69,27,162.56,L
76,32,170.18,XL
58,27,157.48,M
52,30,152.4,M
74,47,172.72,XL
67,44,167.64,L
74,32,160.02,XL
56,52,157.48,M
69,27,175.26,L
54,21,167.64,M
54,35,154.94,M
53,34,160.02,S
63,26,175.26,M
69,33,172.72,L
68,36,167.64,XL
71,24,170.18,L
58,42,167.64,M
77,44,165.1,XL
56,31,160.02,M
52,33,157.48,S
61,36,167.64,M
67,30,162.56,XL
67,28,165.1,XL
71,49,165.1,L
61,24,172.72,M
52,40,154.94,S
71,31,170.18,L
54,32,170.18,S
77,39,172.72,XL
68,39,165.1,XL
68,34,160.02,XL
75,34,170.18,XL
65,44,160.02,XL
76,44,175.26,XL
67,30,162.56,L
64,31,170.18,L
63,34,172.72,M
69,28,170.18,L
58,25,167.64,M
63,22,177.8,M
61,31,152.4,L
76,36,175.26,XL
73,29,170.18,XL
74,33,177.8,L
73,31,175.26,XL
52,44,167.64,S
80,32,180.34,XL
74,31,172.72,XL
71,32,170.18,XL
63,37,170.18,M
54,50,165.1,M
61,38,172.72,M
58,28,157.48,M
63,31,172.72,M
77,33,177.8,XL
75,29,167.64,XL
71,33,,L
71,34,170.18,XL
70,34,165.1,XL
57,26,162.56,M
53,28,162.56,S
76,26,170.18,XL
68,33,167.64,XL
65,29,170.18,M
56,42,154.94,M
58,37,165.1,M
58,35,170.18,M
65,26,167.64,M
49,30,154.94,S
54,33,167.64,M
54,34,167.64,S
73,32,175.26,XL
54,29,175.26,S
70,26,165.1,XL
56,23,165.1,M
46,31,149.86,S
62,42,157.48,L
81,49,177.8,XL
53,36,167.64,M
49,38,157.48,S
58,30,162.56,M
77,31,177.8,L
61,36,170.18,M
71,35,167.64,XL
54,33,162.56,S
54,26,167.48,S
57,54,160.02,M
69,39,170.18,L
51,39,157.48,M
51,38,156.94,M
59,25,175.26,M
69,34,170.18,L
67,29,167.64,L
64,22,177.8,M
72,35,172.72,L
54,26,162.56,S
62,36,170.18,L
68,43,157.48,L
49,33,162.56,S
76,38,177.8,XL
56,37,165.1,M
64,52,167.64,L
52,38,165.1,S
72,33,162.56,XL
53,44,165.1,S
63,21,162.56,M
75,31,167.64,XL
56,39,170.18,M
58,29,165.1,M
54,29,162.56,S
63,37,170.18,M
71,28,172.72,XL
58,56,162.56,M
65,32,162.56,XL
76,23,172.72,XL
63,32,165.1,M
69,30,162.56,L
47,24,157.48,S
61,41,162.56,M
54,33,162.56,S
71,31,167.64,XL
58,27,170.18,M
54,47,165.1,M
75,35,167.64,XL
65,31,162.56,XL
49,26,160.02,S
58,44,167.64,M
58,47,167.64,M
56,30,162.56,M
62,27,175.26,M
58,32,170.18,M
47,26,157.48,S
53,37,167.64,S
57,29,165.1,M
56,48,162.56,M
56,35,167.64,M
70,32,160.02,L
63,27,170.18,M
58,30,165.1,M
49,34,152.4,S
70,28,167.64,L
54,27,167.48,S
67,29,162.56,L
70,39,165.1,L
71,34,172.72,XL
56,23,167.64,M
73,34,172.72,XL
74,24,177.8,XL
61,29,165.1,M
70,34,170.18,XL
56,30,160.02,M
45,44,162.56,S
62,42,159.86,L
65,27,172.72,M
65,32,162.56,XL
74,25,167.64,XL
73,31,167.64,XL
56,51,172.72,M
58,34,154.94,L
73,27,170.18,XL
58,27,167.64,M
76,38,170.18,XL
76,33,170.18,XL
44,32,152.4,S
63,34,175.26,M
52,33,172.72,S
63,31,167.64,M
65,46,175.26,L
48,36,162.56,S
54,28,160.02,S
75,33,167.64,XL
69,29,167.64,L
49,28,162.56,S
54,33,154.94,M
73,33,175.26,XL
56,32,162.56,M
68,34,160.02,XL
65,26,177.8,M
68,31,167.64,XL
54,30,160.02,S
53,33,154.94,M
54,23,159.86,S
57,36,162.56,M
71,27,170.18,XL
56,37,160.02,M
58,29,167.64,M
58,35,172.72,M
54,34,170.18,M
61,41,167.64,M
50,52,160.02,M
67,45,162.56,L
71,37,172.72,L
56,27,162.56,M
74,30,177.8,L
68,41,167.64,XL
70,34,167.64,L
64,37,152.4,L
78,34,177.8,XL
71,47,175.26,L
54,31,162.56,S
53,27,157.48,M
61,28,157.48,L
70,30,165.1,L
54,26,157.48,M
52,32,162.56,S
63,37,160.02,XL
69,39,177.8,L
68,28,170.18,L
67,35,162.56,L
57,40,175.26,M
54,28,160.02,M
62,39,175.26,L
67,39,162.56,L
66,30,160.02,L
61,25,172.72,M
44,37,157.48,S
67,35,167.64,L
56,54,152.4,L
71,40,165.1,L
58,23,152.4,L
52,30,160.02,S
61,29,165.1,M
47,39,157.48,S
63,30,160.02,L
67,44,177.8,L
52,35,160.02,S
76,38,170.18,XL
74,50,175.26,L
67,31,167.64,L
54,28,157.48,M
78,31,177.8,XL
66,36,160.02,L
76,34,170.18,XL
51,41,160.02,S
53,28,175.26,S
58,29,157.48,M
72,33,160.02,XL
54,35,167.48,S
54,28,170.18,S
69,27,165.1,L
52,27,160.02,S
53,55,170.34,S
56,55,160.02,M
56,29,162.56,M
74,32,165.1,XL
52,31,162.56,M
56,30,160.02,M
53,41,154.94,M
64,28,167.64,L
68,28,167.64,L
67,31,167.64,L
73,33,172.72,XL
71,31,170.18,L
66,41,170.18,L
69,25,167.64,L
54,39,162.56,S
58,29,165.1,M
50,36,147.32,M
58,20,160.02,M
68,40,170.18,L
58,31,162.56,M
58,32,162.56,M
52,32,157.48,M
73,46,180.34,XL
71,27,165.1,L
71,25,167.48,XL
71,43,180.34,XL
70,30,165.1,XL
69,33,177.8,L
61,29,167.64,M
56,30,160.02,M
69,36,165.1,L
73,30,170.18,XL
59,32,165.1,M
63,33,160.02,L
61,33,170.18,M
77,34,167.64,XL
71,36,170.18,XL
76,31,172.72,XL
52,43,165.1,M
58,36,162.56,M
69,41,170.18,L
57,33,154.94,M
49,41,157.48,S
58,41,172.72,M
54,25,160.02,S
76,26,180.34,XL
54,54,167.48,S
79,30,167.64,XL
74,26,170.18,XL
56,27,162.56,M
73,36,162.4,XL
73,31,172.72,XL
58,40,167.64,M
47,26,167.64,S
53,30,162.8,S
51,50,160.02,S
61,33,170.18,M
62,33,154.94,L
58,35,160.02,M
58,35,175.26,M
58,31,167.64,M
61,35,165.1,M
69,22,172.72,XL
74,32,172.72,XL
54,30,165.1,M
61,35,165.1,M
58,29,165.1,M
73,58,165.1,XL
58,25,175.26,M
54,35,162.56,M
61,59,177.8,M
58,48,162.56,M
58,35,167.64,M
67,34,167.64,L
52,29,165.1,S
68,34,167.64,XL
53,27,157.48,S
67,38,162.56,L
63,31,165.1,M
52,27,162.56,S
68,30,162.56,XL
70,44,170.18,XL
72,29,167.64,L
61,44,170.18,M
58,25,172.72,M
54,32,170.18,M
71,41,177.8,XL
58,36,162.56,M
80,62,175.26,XL
71,28,175.26,L
62,57,170.18,L
80,22,180.34,XL
76,49,175.26,XL
71,42,170.18,XL
54,30,154.94,M
54,27,165.1,S
71,24,170.18,XL
73,23,162.4,XL
58,32,160.02,M
52,28,162.56,S
73,38,167.64,XL
44,41,144.78,S
76,30,170.18,XL
58,31,170.18,M
68,35,167.64,L
72,31,167.64,XL
71,28,180.34,XL
61,29,162.56,M
61,25,162.56,M
46,65,165.1,S
54,33,167.64,M
58,31,167.64,M
73,26,170.18,XL
69,31,165.1,L
71,31,170.18,XL
71,39,167.64,XL
58,28,165.1,M
69,24,170.18,L
61,30,152.4,L
75,35,167.64,XL
58,41,172.72,M
49,23,154.94,S
67,40,172.72,L
54,36,165.1,M
61,24,162.56,M
73,36,170.18,XL
64,31,167.64,L
74,32,167.64,XL
72,25,170.18,XL
67,37,167.64,L
59,35,154.94,L
68,44,165.1,XL
68,27,162.56,XL
66,56,170.18,L
63,31,160.02,L
56,23,172.72,M
61,31,167.64,M
65,30,162.56,XL
56,29,160.02,M
54,29,165.1,S
58,30,160.02,M
56,62,162.56,M
65,34,172.72,M
67,34,170.18,L
58,34,170.18,M
63,28,177.8,M
65,30,160.02,L
52,33,157.48,S
52,43,160.02,M
52,32,154.94,M
57,49,165.1,M
67,25,170.18,L
57,28,162.56,M
68,29,162.56,L
53,66,157.48,M
58,31,170.18,M
70,39,170.18,XL
53,49,162.56,M
76,31,170.18,XL
63,25,172.72,M
49,23,167.64,S
54,31,165.1,M
52,41,154.94,S
54,29,165.1,M
58,31,160.02,M
72,26,162.56,XL
58,34,170.18,M
58,44,170.18,M
56,29,162.56,M
76,25,175.26,XL
68,30,167.64,XL
56,29,165.1,M
67,34,172.72,L
64,29,160.02,XL
61,34,172.72,M
57,36,154.94,M
66,40,165.1,XL
53,20,165.1,M
69,35,165.1,L
58,30,165.1,M
63,33,172.72,M
65,34,154.94,L
61,31,167.64,M
63,28,160.02,L
70,30,165.1,XL
76,35,175.26,L
61,31,172.72,M
78,29,175.26,XL
53,28,170.26,S
49,31,154.94,S
40,30,154.94,S
56,33,157.48,M
52,28,160.02,S
52,32,160.02,S
63,31,170.18,M
50,38,160.02,S
54,30,162.4,S
64,33,167.64,L
78,39,185.42,XL
61,40,170.18,M
61,22,165.1,M
56,56,167.64,M
54,32,162.56,S
69,28,180.34,XL
56,39,167.64,M
58,34,162.56,M
87,37,167.48,XL
58,27,170.18,M
52,34,160.02,S
52,35,160.02,S
54,56,160.02,M
69,31,162.56,L
47,35,162.56,S
61,41,160.02,M
73,40,177.8,XL
52,30,167.72,S
65,29,162.56,XL
70,29,167.64,XL
71,37,175.26,L
77,43,167.48,XL
58,23,157.48,M
55,26,170.18,M
52,38,160.02,S
57,32,172.72,M
76,28,172.72,XL
70,27,165.1,L
52,31,154.94,S
66,26,170.18,XL
58,36,165.1,M
78,35,175.26,XL
51,25,162.56,S
56,21,154.94,M
58,30,167.64,M
54,33,160.02,S
69,48,175.26,XL
52,26,162.56,S
74,37,170.18,XL
69,32,170.18,XL
65,47,162.56,XL
62,55,172.72,L
73,41,170.18,XL
54,47,162.56,M
56,37,162.56,M
54,21,167.64,M
72,54,165.1,XL
74,58,167.64,XL
82,29,177.8,XL
53,40,164.94,S
54,30,162.56,M
54,32,167.64,M
62,43,170.18,L
73,29,167.48,XL
75,32,167.64,XL
58,32,157.48,M
73,32,172.72,XL
70,30,160.02,XL
79,27,172.72,XL
52,27,162.56,S
58,54,167.64,M
58,28,162.56,M
72,30,160.02,XL
64,34,160.02,XL
61,38,157.48,L
61,32,157.32,L
54,31,165.1,S
58,37,162.56,M
47,61,154.94,S
54,31,162.56,M
76,28,170.18,XL
67,41,167.64,L
51,30,160.02,M
73,56,167.64,XL
56,30,167.64,M
52,48,157.48,M
58,31,170.18,M
69,38,170.18,XL
63,34,165.1,M
52,46,160.02,M
61,32,172.72,M
79,44,177.8,XL
58,32,162.56,M
58,37,162.56,M
56,31,154.94,M
54,39,167.64,S
52,31,162.56,S
72,28,172.72,XL
52,33,157.48,M
49,36,157.48,S
63,33,159.86,L
61,28,167.64,M
54,43,162.56,S
53,37,162.56,S
71,27,170.18,XL
54,28,164.94,S
47,42,154.94,S
70,32,162.56,XL
54,30,162.56,S
61,37,170.18,M
61,39,175.26,M
66,36,170.18,XL
56,33,170.18,M
67,36,167.64,L
68,35,162.56,L
52,33,162.56,M
58,31,175.26,M
78,34,177.8,XL
52,21,175.26,S
54,44,167.64,S
56,32,165.1,M
54,42,154.94,M
45,32,152.4,S
76,30,175.26,XL
54,30,170.34,S
58,39,160.02,M
54,32,160.02,M
52,19,172.72,S
67,28,167.64,L
56,33,162.56,M
71,39,170.18,XL
56,28,160.02,M
54,43,162.56,M
54,31,160.02,S
52,29,157.48,S
53,41,162.56,S
70,39,165.1,XL
69,33,170.18,XL
58,32,167.64,M
52,31,167.64,M
54,24,160.02,M
71,40,160.02,XL
54,29,165.1,S
56,34,170.18,M
54,31,165.1,S
67,55,165.1,XL
71,27,167.64,L
71,33,177.8,L
58,33,167.64,M
61,39,165.1,M
51,36,165.1,S
65,33,165.1,M
61,25,170.18,M
50,53,162.02,M
70,39,170.18,XL
67,46,162.56,L
52,24,157.48,M
77,30,167.64,XL
54,33,162.56,S
58,30,160.02,M
69,28,167.64,L
76,39,167.64,XL
53,33,160.02,S
68,48,162.56,L
73,28,170.18,XL
79,27,180.34,XL
71,41,170.18,XL
54,27,160.02,S
76,52,177.8,XL
53,26,167.64,S
61,30,170.18,M
76,35,170.18,XL
53,22,154.94,M
54,32,162.56,M
50,28,160.02,S
47,31,165.1,S
53,33,152.4,M
49,32,160.02,S
56,40,170.18,M
47,29,157.48,S
72,28,165.1,XL
54,30,162.56,M
53,32,157.48,M
70,28,172.72,L
76,32,177.8,XL
53,47,165.1,S
53,49,162.56,M
74,31,175.26,L
65,35,160.02,XL
65,26,160.02,XL
70,48,177.8,L
67,31,167.64,L
54,55,165.1,M
58,27,165.1,M
54,33,162.56,S
53,31,152.4,M
63,36,167.64,M
50,52,152.4,S
65,30,167.64,M
67,31,162.56,L
58,27,160.02,M
58,23,162.56,M
58,43,162.56,M
66,36,170.18,L
76,33,170.18,XL
80,33,175.26,XL
70,62,167.64,XL
65,46,160.02,L
69,30,170.18,XL
53,30,162.8,S
65,30,175.26,M
56,50,170.18,M
65,32,164.94,XL
57,26,165.1,M
74,40,167.64,XL
68,28,172.72,L
52,27,162.56,S
70,26,170.18,L
58,27,167.64,M
54,37,170.18,S
69,45,164.94,XL
61,35,165.1,M
65,26,165.1,M
73,34,164.94,XL
75,45,167.64,XL
51,27,162.56,S
65,28,167.64,M
52,49,154.94,S
66,29,167.64,L
69,33,170.18,L
58,27,160.02,M
49,39,160.02,S
61,31,162.56,M
56,35,157.48,M
82,24,182.88,XL
80,30,175.26,XL
69,32,170.18,L
58,46,165.1,M
65,29,162.56,XL
75,40,182.88,XL
68,36,167.64,L
70,26,167.64,L
70,34,170.18,XL
56,33,170.18,M
69,43,177.8,XL
68,22,167.64,XL
57,44,172.72,M
73,39,172.72,XL
47,25,152.4,S
60,22,170.18,M
71,51,175.26,XL
70,52,177.8,XL
67,47,167.64,L
56,28,170.18,M
45,31,157.48,S
47,42,157.48,S
50,55,154.94,M
61,31,162.56,M
69,34,172.72,XL
54,38,165.1,S
69,38,167.64,L
52,21,167.8,S
76,25,172.72,XL
68,41,160.02,L
53,30,157.48,S
52,30,162.56,S
54,42,167.64,S
54,25,170.18,M
73,53,175.26,XL
56,33,170.18,M
56,28,154.94,M
60,31,167.64,M
60,34,154.94,L
55,26,170.18,M
66,34,162.56,XL
71,27,170.18,XL
73,37,170.18,XL
80,28,180.34,XL
70,29,165.1,XL
71,36,175.26,XL
63,43,160.02,XL
56,40,162.56,M
55,32,162.8,S
68,28,167.64,L
54,24,170.18,S
58,47,167.64,M
67,28,167.64,L
61,29,162.56,M
54,43,157.48,M
56,29,157.48,M
54,43,162.56,M
54,31,170.18,S
54,32,162.56,M
53,44,170.18,S
63,32,170.18,M
56,48,165.1,M
50,31,165.1,S
73,50,177.8,L
69,36,162.56,L
69,37,167.64,L
62,27,170.18,L
71,29,170.18,XL
61,30,167.64,M
56,44,160.02,M
61,27,152.4,L
58,36,162.56,M
57,37,162.56,M
54,29,167.8,S
73,33,170.18,XL
78,30,180.34,XL
58,27,157.48,M
62,29,167.64,L
53,31,160.02,S
56,35,162.56,M
49,31,165.1,S
67,24,167.64,L
71,33,170.18,XL
58,31,167.64,M
63,30,167.64,M
76,25,172.72,XL
69,27,170.18,L
77,26,162.4,XL
68,29,167.64,XL
74,30,160.02,XL
69,51,172.72,L
69,32,170.18,XL
57,29,160.02,M
54,29,164.94,S
74,29,170.18,XL
71,27,170.18,L
58,28,165.1,M
71,35,172.72,XL
64,31,167.64,L
64,31,160.02,XL
58,41,160.02,M
69,39,172.72,L
52,27,162.56,S
52,37,165.1,S
71,32,172.72,L
57,48,160.02,M
74,40,175.26,XL
73,30,172.72,XL
74,36,175.26,L
77,46,175.26,XL
56,31,167.64,M
65,21,170.34,M
61,36,172.72,M
65,39,177.8,L
67,37,177.8,L
50,23,157.48,S
52,36,165.1,S
65,42,175.26,M
52,29,152.4,M
69,24,170.18,L
65,29,160.02,XL
59,34,165.1,M
50,30,159.48,M
75,47,170.18,XL
56,54,160.02,M
58,41,167.64,M
61,33,165.1,M
71,43,175.26,L
58,30,172.72,M
61,33,165.1,M
51,29,165.1,S
70,34,167.64,XL
58,24,160.02,M
56,30,162.56,M
68,37,162.56,XL
71,26,177.8,L
49,33,167.64,S
64,30,160.02,XL
72,31,162.56,XL
65,38,170.34,M
58,32,170.18,M
70,53,170.18,XL
54,32,162.56,S
76,39,170.18,XL
63,29,177.8,M
55,37,167.64,M
52,44,154.94,S
70,27,170.18,XL
77,27,172.72,XL
54,31,167.64,S
54,44,170.18,S
56,28,165.1,M
58,41,162.56,M
52,32,162.56,S
49,39,167.64,S
52,42,167.64,S
59,31,172.72,M
56,30,160.02,M
67,38,175.26,L
50,32,154.94,S
67,33,170.18,L
63,33,167.64,M
69,42,167.48,XL
54,28,157.48,M
52,51,172.72,S
63,25,175.26,M
72,37,164.94,XL
68,29,175.26,L
52,28,157.48,S
54,30,157.48,M
68,29,160.02,XL
53,32,157.48,S
73,47,175.26,XL
58,29,170.18,M
67,38,167.64,L
54,42,160.02,M
46,60,154.94,S
58,32,162.56,M
74,25,177.8,L
65,26,162.56,L
54,38,165.1,S
49,35,162.56,S
51,38,162.56,S
54,34,164.94,S
68,50,162.56,L
74,25,172.72,XL
67,23,167.64,XL
65,22,167.64,M
63,32,177.8,M
67,33,170.18,L
54,51,165.1,M
58,29,172.72,M
73,28,172.72,XL
53,45,162.56,S
61,35,167.64,M
69,49,162.56,L
67,36,170.18,L
72,34,172.72,XL
52,29,167.64,S
58,36,160.02,M
52,43,160.02,M
65,34,160.02,L
52,36,167.72,S
75,29,167.64,XL
54,33,160.02,M
56,32,167.64,M
58,42,175.26,M
54,26,170.18,M
47,25,154.94,S
78,31,177.8,XL
54,22,157.48,M
69,46,177.8,L
69,51,162.56,L
61,30,165.1,M
45,39,157.48,S
67,58,162.56,L
76,30,175.26,XL
67,42,162.56,L
58,34,157.48,M
72,39,170.18,XL
61,26,160.02,M
74,30,170.18,L
69,28,167.64,L
52,35,165.1,S
61,50,162.56,M
64,46,170.18,L
68,34,165.1,XL
58,38,170.18,M
47,29,154.94,S
57,37,162.56,M
63,26,170.18,M
58,27,167.64,M
63,28,162.56,M
53,36,162.56,S
73,35,167.64,XL
56,36,160.02,M
67,30,172.72,L
58,29,172.72,M
73,29,170.18,XL
73,33,170.18,XL
63,29,172.72,M
54,27,165.1,S
72,41,172.72,XL
68,28,162.56,L
65,29,177.8,M
58,36,165.1,M
58,23,175.26,M
62,30,170.18,M
58,33,165.1,M
82,37,180.34,XL
73,41,182.88,XL
61,37,162.56,M
72,28,167.64,XL
72,28,165.1,XL
55,26,170.18,M
52,28,154.94,S
58,27,162.56,M
54,31,165.1,S
69,39,170.18,XL
53,29,160.02,S
54,30,154.94,M
73,42,167.64,XL
53,35,157.48,S
69,32,170.18,L
58,26,172.72,M
58,33,165.1,M
57,37,154.94,M
50,28,157.48,M
67,33,167.64,L
79,28,167.48,XL
68,33,162.56,L
56,39,162.56,M
76,35,177.8,XL
73,37,175.26,XL
57,37,170.18,M
56,19,165.1,M
71,35,172.72,XL
52,31,172.72,S
58,30,162.56,M
79,42,167.64,XL
73,37,180.34,XL
70,37,170.18,XL
54,30,170.18,S
74,31,175.26,L
71,27,165.1,L
61,28,154.94,L
52,30,167.64,S
60,34,160.02,M
63,31,170.18,M
73,24,175.26,XL
71,28,170.18,XL
55,29,162.8,S
67,32,172.72,L
63,27,177.8,M
53,39,160.02,S
68,33,165.1,XL
54,28,167.64,S
67,37,162.56,XL
58,27,162.56,M
71,31,180.34,XL
61,33,175.26,M
71,30,170.18,L
61,43,175.26,M
62,31,175.26,M
70,26,170.18,L
63,25,162.56,M
52,30,160.02,S
56,31,160.02,M
56,58,157.48,M
76,30,175.26,XL
60,36,167.64,M
52,40,154.94,S
82,32,177.8,XL
61,29,157.48,L
53,34,160.02,S
58,33,165.1,M
68,32,167.64,XL
55,22,170.18,M
67,21,170.18,L
61,33,175.26,M
62,30,172.72,M
58,37,165.1,M
77,29,175.26,XL
58,28,170.18,M
72,24,165.1,L
66,33,165.1,XL
72,28,172.72,XL
54,31,170.18,M
72,29,170.18,XL
58,35,160.02,M
68,26,162.56,L
54,29,165.1,S
71,35,170.18,L
73,34,177.8,L
45,33,162.56,S
56,31,170.18,M
67,28,162.56,L
71,28,170.18,L
52,35,167.64,S
69,48,167.64,L
73,38,180.34,XL
54,27,160.02,M
58,31,165.1,M
73,25,170.18,XL
53,32,157.48,M
69,33,175.26,L
51,50,157.48,S
61,32,172.72,M
70,34,162.56,XL
56,55,165.1,M
52,29,162.56,S
61,34,177.8,M
52,32,157.48,S
66,30,172.72,L
58,40,172.72,M
54,22,165.1,S
73,25,167.64,XL
58,36,170.18,M
53,31,162.56,S
62,24,170.18,M
69,37,167.64,L
76,24,177.8,L
59,31,170.18,M
80,41,177.8,XL
65,37,162.56,XL
62,30,157.48,L
52,52,157.48,S
57,32,162.56,M
59,57,167.64,M
58,31,170.18,M
52,28,160.02,S
69,34,164.94,XL
54,36,162.56,M
58,35,172.72,M
78,28,175.26,L
61,33,167.64,M
73,29,167.64,XL
70,31,170.18,XL
76,34,175.26,XL
48,33,167.64,S
44,29,154.94,S
54,48,160.02,S
58,36,162.56,M
56,29,167.64,M
71,26,167.64,L
52,35,170.18,S
55,60,165.1,M
73,34,167.64,XL
62,39,172.72,M
54,26,167.64,S
58,27,165.1,M
63,28,160.02,L
67,30,167.64,L
61,29,165.1,M
52,26,162.56,S
64,39,162.56,L
58,43,167.64,M
58,27,167.64,M
78,28,182.88,XL
63,31,170.18,M
76,31,167.64,XL
58,32,167.64,M
54,27,164.94,S
65,28,167.64,M
65,30,170.18,M
58,32,172.72,M
61,30,177.8,M
81,47,182.88,XL
68,50,167.64,XL
54,23,160.02,M
60,36,167.64,M
61,27,175.26,M
62,31,170.18,M
