订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现,大类,二级类
DD201708167493279623891158603,E43A6E078A06874,4.5,4.5,80g香飘飘椰果奶茶原味,2017/6/19 11:38,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493381753120577369,E43A6E078A06874,4.5,4.5,80g香飘飘椰果奶茶原味,2017/6/19 11:39,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493312270388081294,E43A6E078A07631,3,3,250ml维他原味豆奶,2017/6/19 11:51,D,已出货未退款,已提现,饮料,植物蛋白
DD201708167493421783501489868,E43A6E078A06874,3.5,3.5,40g上好佳日式鱼果,2017/6/19 11:57,E,已出货未退款,已提现,非饮料,膨化食品
DD201707261205516958C59D494E8,E43A6E078A06874,3.5,3.5,王老吉（罐）,2017/6/19 11:57,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493312292858058927,E43A6E078A04228,3.5,3.5,600ml雪碧,2017/6/19 12:04,C,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493312379380403986,E43A6E078A04228,3.6,3.6,32g卫龙亲嘴烧红烧牛肉味,2017/6/19 12:11,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493639990689745282,E43A6E078A04228,10,10,味之不规则饼干（芝士味）,2017/6/19 12:16,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493619936660392484,E43A6E078A06874,4.5,4.5,500ml加多宝,2017/6/19 12:17,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493312388208479715,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/6/19 12:18,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493270939181220074,E43A6E078A04172,4.5,4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/6/19 12:19,A,已出货未退款,已提现,非饮料,膨化食品
DD20170417121454714D7F12D8467,E43A6E078A04172,3,3,雪碧（500ml）,2017/6/19 12:19,A,已出货未退款,已提现,饮料,碳酸饮料
DD2017072612062875D145A7BBD93,E43A6E078A06874,3.5,3.5,伊利优酸乳,2017/6/19 12:19,E,已出货未退款,已提现,饮料,乳制品
DD201708167493410840110536724,E43A6E078A06874,4.5,4.5,80g香飘飘椰果奶茶原味,2017/6/19 12:20,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493288279697047905,E43A6E078A06874,4.5,4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/6/19 12:25,E,已出货未退款,已提现,非饮料,膨化食品
DD201707261207073220D96EF1486,E43A6E078A06874,3.5,3.5,伊利优酸乳,2017/6/19 12:25,E,已出货未退款,已提现,饮料,乳制品
DD201708167493405487438640728,E43A6E078A06874,4.5,4.5,52g旺旺仙贝,2017/6/19 12:26,E,已出货未退款,已提现,非饮料,膨化食品
DD201707261207373023614FEABC3,E43A6E078A06874,3.5,3.5,芬达330ml,2017/6/19 12:26,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493312501763989734,E43A6E078A07631,4.5,4.5,250ml燕塘甜牛奶,2017/6/19 12:29,D,已出货未退款,已提现,饮料,乳制品
DD201708167493312609797670896,E43A6E078A07631,3.5,3.5,34g公仔迷你杯牛肉味,2017/6/19 12:30,D,已出货未退款,已提现,非饮料,方便速食
DD20170816749331262510316902,E43A6E078A04134,2.5,2.5,58g丽芝士纳宝帝奶酪威化饼干,2017/6/19 12:31,B,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493450991366055474,E43A6E078A06874,4.5,4.5,80g香飘飘椰果奶茶麦香味,2017/6/19 12:32,E,已出货未退款,已提现,饮料,茶饮料
DD20170816749331263442302319,E43A6E078A07631,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/19 12:34,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493205768744412698,E43A6E078A06874,6,6,80g四洲粟一烧烧烤味,2017/6/19 12:35,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493312776313936208,E43A6E078A07631,3,3,58g丽芝士纳宝帝奶酪威化饼干,2017/6/19 12:36,D,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493639923316084151,E43A6E078A04134,9,9,50g马赛克手撕鱿鱼条,2017/6/19 12:43,B,已出货未退款,已提现,非饮料,海味零食
DD201708167493559298107580345,E43A6E078A04172,3,3,13g无穷烤鸡小腿蜂蜜味,2017/6/19 13:01,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493207786108205164,E43A6E078A06874,8,8,80g四洲粟一烧烧烤味,2017/6/19 13:07,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493559236380408778,E43A6E078A07631,4.5,4.5,78g卫龙亲语,2017/6/19 13:10,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749331292294345462,E43A6E078A04172,1.5,1.5,12g劲仔小鱼卤香味,2017/6/19 13:13,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493312925246841299,E43A6E078A04172,3,3,13g无穷烤鸡小腿蜂蜜味,2017/6/19 13:26,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493312965637716593,E43A6E078A04134,3.5,3.5,40g上好佳日式鱼果,2017/6/19 13:27,B,已出货未退款,已提现,非饮料,膨化食品
DD201708167493313015346657357,E43A6E078A04228,8,8,乐事薯片（黄瓜味）,2017/6/19 13:29,C,已出货未退款,已提现,非饮料,膨化食品
DD201708020917173987A04E1C94F,E43A6E078A04228,4,4,果粒橙,2017/6/19 13:33,C,已出货未退款,已提现,饮料,果蔬饮料
DD201704171325053689D3D05F6C0,E43A6E078A06874,2.5,2.5,维他柠檬茶,2017/6/19 13:33,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493457327425451605,E43A6E078A04228,2,2,85g新麦潮北海道吐司,2017/6/19 13:35,C,已出货未退款,已提现,非饮料,饼干糕点
DD2017080209093080A4574D4B1EB,E43A6E078A04228,5,5,脉动,2017/6/19 13:35,C,已出货未退款,已提现,饮料,功能饮料
DD2017041713260096BB7CB02A772,E43A6E078A06874,4.5,4.5,椰树牌椰汁,2017/6/19 13:35,E,已出货未退款,已提现,饮料,植物蛋白
DD201708167493313144678136533,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/6/19 13:36,A,已出货未退款,已提现,饮料,乳制品
DD201708167493559111899865983,E43A6E078A04228,2.4,2.4,咪咪虾条马来西亚风味,2017/6/19 13:40,C,已出货未退款,已提现,非饮料,膨化食品
DD201708167493250239617506091,E43A6E078A06874,6,6,80g四洲粟一烧烧烤味,2017/6/19 14:02,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493594967543093045,E43A6E078A07631,8,8,55g奥利奥原味芝士饼干,2017/6/19 14:11,D,已出货未退款,已提现,非饮料,饼干糕点
DD201708052057452881FBE657791,E43A6E078A04134,5,5,脉动,2017/6/19 14:13,B,已出货未退款,已提现,饮料,功能饮料
DD201705191746511225B14A3C9F6,E43A6E078A04228,4,4,营养快线,2017/6/19 14:13,C,已出货未退款,已提现,饮料,乳制品
DD2017041714281040FFC4C5A33FB,E43A6E078A06874,4.5,4.5,银鹭八宝粥,2017/6/19 14:13,E,已出货未退款,已提现,饮料,方便速食
DD201708167493405543601804633,E43A6E078A04172,6,6,86g合味道海鲜风味,2017/6/19 14:14,A,已出货未退款,已提现,非饮料,方便速食
DD201708082055025310ACCF9361B,E43A6E078A04172,3,3,卫龙大面筋,2017/6/19 14:14,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017052418264111F8A2D90ECA6,E43A6E078A07631,3.5,3.5,王老吉（罐）,2017/6/19 14:14,D,已出货未退款,已提现,饮料,茶饮料
DD201704171535267133A4A05D76F,E43A6E078A06874,3,3,统一绿茶,2017/6/19 14:14,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493503620475399735,E43A6E078A07631,4,4,55g奥利奥原味芝士饼干,2017/6/19 14:35,D,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493313245132693467,E43A6E078A04134,2,2,30g无穷农场盐_鸡蛋,2017/6/19 14:42,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493282590891817352,E43A6E078A06874,9,9,80g四洲粟一烧烧烤味,2017/6/19 14:44,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493503466480674437,E43A6E078A04228,4,4,上好佳田园薯片,2017/6/19 14:57,C,已出货未退款,已提现,非饮料,膨化食品
DD2017051017162641F45B0D02B92,E43A6E078A04172,2,2,怡宝纯净水,2017/6/19 14:58,A,已出货未退款,已提现,饮料,水
DD201708041650576128918F7DA52,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/6/19 14:58,B,已出货未退款,已提现,饮料,茶饮料
DD201708167493559010818863459,E43A6E078A07631,4.5,4.5,250ML东鹏特饮,2017/6/19 14:59,D,已出货未退款,已提现,饮料,功能饮料
DD201708167493313257259028527,E43A6E078A04172,3.6,3.6,32g卫龙亲嘴烧,2017/6/19 15:02,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493313284220065786,E43A6E078A04228,4.5,4.5,250ml燕塘红枣牛奶,2017/6/19 15:17,C,已出货未退款,已提现,饮料,乳制品
DD201708167493313335490596149,E43A6E078A04134,5,5,85g统一老坛酸菜牛肉面,2017/6/19 15:35,B,已出货未退款,已提现,非饮料,方便速食
DD201708167493313337039903357,E43A6E078A04134,6.5,6.5,100g果王咸柑桔罐装,2017/6/19 15:39,B,已出货未退款,已提现,非饮料,蜜饯/果干
DD201708167493302773576579322,E43A6E078A06874,8,8,80g四洲粟一烧烧烤味,2017/6/19 15:43,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493366063405716801,E43A6E078A06874,4.5,4.5,40g乐事薯片黄瓜味,2017/6/19 15:44,E,已出货未退款,已提现,非饮料,膨化食品
DD2017072612105447A40401B9828,E43A6E078A06874,4,4,王老吉（罐）,2017/6/19 15:44,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493313366698704391,E43A6E078A07631,5,5,85g统一老坛酸菜牛肉面,2017/6/19 15:45,D,已出货未退款,已提现,非饮料,方便速食
DD201708167493559009490548775,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/19 15:49,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493313382137507643,E43A6E078A04134,3,3,40g双汇玉米热狗肠,2017/6/19 15:55,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493373872543417065,E43A6E078A06874,6,6,80g四洲粟一烧烧烤味,2017/6/19 15:59,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493376794353717922,E43A6E078A06874,6,6,80g四洲粟一烧烧烤味,2017/6/19 16:00,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493639874631308205,E43A6E078A07631,4.5,4.5,52g旺旺仙贝,2017/6/19 16:11,D,已出货未退款,已提现,非饮料,膨化食品
DD201708167493313470355603256,E43A6E078A04172,3,3,250ml维他柠檬茶,2017/6/19 16:29,A,已出货未退款,已提现,饮料,茶饮料
DD201708167493313470567774301,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/19 16:33,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708082037301794C5BDE2768,E43A6E078A04134,3,3,冰糖雪梨,2017/6/19 16:34,B,已出货未退款,已提现,饮料,果蔬饮料
DD20170522105325118C63515A1A3,E43A6E078A06874,3,3,茉莉蜜茶,2017/6/19 16:34,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493501703112036271,E43A6E078A04134,3,3,13g无穷烤鸡小腿蜂蜜味,2017/6/19 16:44,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493501786714577342,E43A6E078A04134,3,3,58g丽芝士纳宝帝奶酪威化饼干,2017/6/19 16:44,B,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493501837840193762,E43A6E078A04134,3,3,85g新麦潮北海道吐司,2017/6/19 16:44,B,已出货未退款,已提现,非饮料,饼干糕点
DD2017080820352448A2D962D5AB0,E43A6E078A04134,6,6,红牛,2017/6/19 16:44,B,已出货未退款,已提现,饮料,功能饮料
DD201705221046139696B24E10D70,E43A6E078A06874,3.5,3.5,统一冰红茶,2017/6/19 16:44,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493313496778819592,E43A6E078A04228,11.2,11.2,250ml维他原味豆奶,2017/6/19 16:46,C,已出货未退款,已提现,饮料,植物蛋白
DD201708167493620151701395213,E43A6E078A06874,4.5,4.5,250ml燕塘红枣牛奶,2017/6/19 17:14,E,已出货未退款,已提现,饮料,乳制品
DD201708167493620224535081877,E43A6E078A06874,4.5,4.5,55g奥利奥原味夹心饼干,2017/6/19 17:29,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493558944494317399,E43A6E078A04228,19.2,19.2,诗竹竹纤维面巾纸,2017/6/19 17:31,C,已出货未退款,已提现,非饮料,纸巾
DD201708167493377565613275686,E43A6E078A06874,4.5,4.5,40g乐事薯片黄瓜味,2017/6/19 17:32,E,已出货未退款,已提现,非饮料,膨化食品
DD20170726121150739781E1906B2,E43A6E078A06874,3,3,芬达330ml,2017/6/19 17:32,E,已出货未退款,已提现,饮料,碳酸饮料
DD2017080820250062B298E2F8E34,E43A6E078A04134,4,4,阿萨姆奶茶,2017/6/19 17:34,B,已出货未退款,已提现,饮料,茶饮料
DD2017052418263623D9ED1268ECE,E43A6E078A04228,3,3,雪碧最新款,2017/6/19 17:34,C,已出货未退款,已提现,饮料,碳酸饮料
DD20170417175351663F4C2CCEC24,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/6/19 17:34,E,已出货未退款,已提现,饮料,功能饮料
DD201708167493313795379307198,E43A6E078A07631,1.5,1.5,40g双汇玉米热狗肠,2017/6/19 17:35,D,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017072612145943E5352DDF2BD,E43A6E078A06874,3,3,芬达330ml,2017/6/19 17:36,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493408546473224581,E43A6E078A06874,6,6,80g四洲粟一烧烧烤味,2017/6/19 17:37,E,已出货未退款,已提现,非饮料,膨化食品
DD201708167493313806536216527,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/6/19 17:38,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493450365713826535,E43A6E078A06874,4.5,4.5,40g乐事薯片黄瓜味,2017/6/19 17:55,E,已出货未退款,已提现,非饮料,膨化食品
DD2017072612154065F90C693C91F,E43A6E078A06874,4,4,东鹏特饮,2017/6/19 17:55,E,已出货未退款,已提现,饮料,功能饮料
DD201708167493313848580636558,E43A6E078A04134,3,3,12g劲仔小鱼麻辣味,2017/6/19 17:57,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017080316015459755223CF66A,E43A6E078A04228,4,4,东鹏特饮,2017/6/19 17:58,C,已出货未退款,已提现,饮料,功能饮料
DD201704171755559896BA574D37F,E43A6E078A06874,3.5,3.5,东鹏特饮,2017/6/19 17:58,E,已出货未退款,已提现,饮料,功能饮料
DD20170816749353608807201011,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/19 17:59,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493313929306757687,E43A6E078A04228,3,3,250ml维他原味豆奶,2017/6/19 18:01,C,已出货未退款,已提现,饮料,植物蛋白
DD20170726121656718FCD5847906,E43A6E078A06874,4,4,东鹏特饮,2017/6/19 18:02,E,已出货未退款,已提现,饮料,功能饮料
DD201708167493405848907224131,E43A6E078A06874,2.5,2.5,无穷农场盐_鸡蛋,2017/6/19 18:02,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493313956535334874,E43A6E078A04228,2.4,2.4,20g咪咪虾条马来西亚风味,2017/6/19 18:03,C,已出货未退款,已提现,非饮料,膨化食品
DD201708167493405899565722714,E43A6E078A06874,5,5,500ml统一阿萨姆奶茶,2017/6/19 18:10,E,已出货未退款,已提现,饮料,茶饮料
DD201707261216584204C0B1C270B,E43A6E078A06874,3.5,3.5,芬达330ml,2017/6/19 18:10,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493314009993583611,E43A6E078A04228,6.5,6.5,250ml红牛,2017/6/19 18:16,C,已出货未退款,已提现,饮料,功能饮料
DD201708167493536046196403867,E43A6E078A04228,1.6,1.6,2g韩国海牌海苔,2017/6/19 18:27,C,已出货未退款,已提现,非饮料,海味零食
DD201708167493314092546004781,E43A6E078A04172,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/6/19 18:28,A,已出货未退款,已提现,非饮料,饼干糕点
DD2017051015381144720E41020B1,E43A6E078A04172,4,4,可口可乐（500ml）,2017/6/19 18:29,A,已出货未退款,已提现,饮料,碳酸饮料
DD2017080820233685B383071DF97,E43A6E078A04134,1,1,香豆干,2017/6/19 18:29,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493787605833200857,E43A6E078A06874,3,3,20g咪咪虾条马来西亚风味,2017/6/19 18:29,E,已出货未退款,已提现,非饮料,膨化食品
DD2017052210263216C20A30E9698,E43A6E078A06874,3.5,3.5,统一冰红茶,2017/6/19 18:29,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493503175314567565,E43A6E078A04228,6,6,123gUFO炒面XO酱海鲜风味,2017/6/19 18:31,C,已出货未退款,已提现,非饮料,方便速食
DD201708167493502971572012483,E43A6E078A04134,5.5,5.5,70g乐事薯片原味,2017/6/19 18:36,B,已出货未退款,已提现,非饮料,膨化食品
DD20170519174603591A7968C2144,E43A6E078A04228,1,1,手撕素肉排,2017/6/19 18:38,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017080416463712FE75441C210,E43A6E078A06874,2.5,2.5,伊利优酸乳,2017/6/19 18:38,E,已出货未退款,已提现,饮料,乳制品
DD201708167493250115061948941,E43A6E078A06874,4,4,80g盼盼手撕面包,2017/6/19 18:54,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493314385410509006,E43A6E078A04134,1,1,45g双汇泡面拍挡,2017/6/19 19:00,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017051917445828A66C1598E0C,E43A6E078A04172,1,1,手撕素肉排,2017/6/19 19:03,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170808202249597A67491E7AE,E43A6E078A04134,1,1,香豆干,2017/6/19 19:03,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493254643703776371,E43A6E078A06874,4,4,80g盼盼手撕面包,2017/6/19 19:13,E,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493314510888471201,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/6/19 19:14,B,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749359473675047011,E43A6E078A04134,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/6/19 19:25,B,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493314627931278199,E43A6E078A04172,5,5,85g统一老坛酸菜牛肉面,2017/6/19 19:47,A,已出货未退款,已提现,非饮料,方便速食
DD201708167493314651340228635,E43A6E078A04134,4.5,4.5,55g奥利奥原味芝士饼干,2017/6/19 19:48,B,已出货未退款,已提现,非饮料,饼干糕点
DD2017051707120725584A5B289CC,E43A6E078A04172,4,4,银鹭八宝粥,2017/6/19 20:08,A,已出货未退款,已提现,饮料,方便速食
DD2017080820224886B54BEF9E6FD,E43A6E078A06874,1,1,香豆干,2017/6/19 20:08,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493263887803304734,E43A6E078A06874,7,7,80g马赛克香蕉片,2017/6/19 20:10,E,已出货未退款,已提现,非饮料,蜜饯/果干
DD201708167493424019815368278,E43A6E078A06874,7,7,80g马赛克香蕉片,2017/6/19 20:11,E,已出货未退款,已提现,非饮料,蜜饯/果干
DD201708167493314755901090044,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧,2017/6/19 20:12,A,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD20170816749320206955848472,E43A6E078A06874,3.5,3.5,78g卫龙亲嘴语辣条,2017/6/19 20:16,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493314926012348541,E43A6E078A04172,5,5,48g好丽友薯愿香烤原味,2017/6/19 20:18,A,已出货未退款,已提现,非饮料,膨化食品
DD201708167493344907839262605,E43A6E078A06874,4.5,4.5,40g乐事美国经典原味,2017/6/19 20:19,E,已出货未退款,已提现,非饮料,膨化食品
DD2017072613141567016309F81BA,E43A6E078A06874,3,3,芬达330ml,2017/6/19 20:19,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493314965156765602,E43A6E078A04228,2,2,85g新麦潮手撕面包（提子味）,2017/6/19 20:30,C,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493314978206997132,E43A6E078A07631,10,10,225g味之不规则饼干芝士味,2017/6/19 20:32,D,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493315052209280918,E43A6E078A04228,8,8,韩国海牌海苔,2017/6/19 20:50,C,已出货未退款,已提现,非饮料,海味零食
DD201708167493536027227232408,E43A6E078A04228,4.5,4.5,40g乐事美国经典原味,2017/6/19 20:58,C,已出货未退款,已提现,非饮料,膨化食品
DD201708167493208846179452723,E43A6E078A06874,3.5,3.5,78g卫龙亲嘴语辣条,2017/6/19 21:09,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493315268438409656,E43A6E078A04228,4.5,4.5,250ml燕塘甜牛奶,2017/6/19 21:10,C,已出货未退款,已提现,饮料,乳制品
DD201704171756231547BAEF98E5C,E43A6E078A04228,3,3,雪碧（500ml）,2017/6/19 21:11,C,已出货未退款,已提现,饮料,碳酸饮料
DD2017072613231695B6121D05031,E43A6E078A06874,3,3,芬达330ml,2017/6/19 21:11,E,已出货未退款,已提现,饮料,碳酸饮料
DD201708167493315347091647021,E43A6E078A07631,19.5,19.5,430g泰奇八宝粥,2017/6/19 21:16,D,已出货未退款,已提现,非饮料,方便速食
DD201708167493315366784587862,E43A6E078A04134,4,4,150g健能酸奶原味,2017/6/19 21:17,B,已出货未退款,已提现,饮料,乳制品
DD2017072613275739CC02358AC5F,E43A6E078A04228,2,2,怡宝纯净水,2017/6/19 21:18,C,已出货未退款,已提现,饮料,水
DD2017041718001572F286AE78DCE,E43A6E078A06874,0.1,0.1,商品1,2017/6/19 21:18,E,已出货未退款,已提现,饮料,其他
DD201708167493217627966303907,E43A6E078A06874,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/19 21:21,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017072613282440F8D12E68711,E43A6E078A04134,2,2,怡宝纯净水,2017/6/19 21:22,B,已出货未退款,已提现,饮料,水
DD201704171803454336FCBFA7E8C,E43A6E078A06874,0.1,0.1,商品1,2017/6/19 21:22,E,已出货未退款,已提现,饮料,其他
DD201708167493315529774405801,E43A6E078A04228,5.5,5.5,86g合味道海鲜风味,2017/6/19 21:30,C,已出货未退款,已提现,非饮料,方便速食
DD201708167493239495264332025,E43A6E078A06874,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/19 21:31,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493241753716305654,E43A6E078A06874,3.5,3.5,78g卫龙亲嘴语辣条,2017/6/19 21:39,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493315647778464018,E43A6E078A07631,5.5,5.5,205g伊利安慕希原味,2017/6/19 21:44,D,已出货未退款,已提现,饮料,乳制品
DD201708167493245709544527863,E43A6E078A06874,3.5,3.5,78g卫龙亲嘴语辣条,2017/6/19 21:45,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017081674933157970435878,E43A6E078A04172,5.5,5.5,480ml小茗同学冷泡溜溜哒茶,2017/6/19 21:52,A,已出货未退款,已提现,饮料,茶饮料
DD20170816749329401835937597,E43A6E078A06874,3.5,3.5,78g卫龙亲嘴语辣条,2017/6/19 22:10,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD2017072613291010158C554CB79,E43A6E078A04228,2,2,怡宝纯净水,2017/6/19 22:32,C,已出货未退款,已提现,饮料,水
DD20170417181425313CA2089482E,E43A6E078A06874,4,4,王老吉（500ml）,2017/6/19 22:32,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493315835956079932,E43A6E078A04228,9,9,480ml小茗同学冷泡青柠红茶,2017/6/19 22:33,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493315879451314455,E43A6E078A04172,36,36,260g马来西亚进口茱蒂丝口口香饼干,2017/6/19 22:53,A,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493315885865945645,E43A6E078A04134,2.5,2.5,250ml维他原味豆奶,2017/6/19 22:55,B,已出货未退款,已提现,饮料,植物蛋白
DD201708167493294366294469355,E43A6E078A06874,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/19 22:56,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493294961768099546,E43A6E078A06874,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/19 23:17,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493316025911202501,E43A6E078A04134,3,3,450ml美汁源果粒橙,2017/6/19 23:18,B,已出货未退款,已提现,饮料,果蔬饮料
DD20170816749340604662671326,E43A6E078A06874,3,3,250ml维他柠檬茶,2017/6/19 23:23,E,已出货未退款,已提现,饮料,茶饮料
DD201707261334027009BF0D4D788,E43A6E078A06874,4,4,王老吉（罐）,2017/6/19 23:23,E,已出货未退款,已提现,饮料,茶饮料
DD201708167493316076905674464,E43A6E078A04228,1.8,1.8,32g卫龙亲嘴烧,2017/6/19 23:25,C,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493316177948480667,E43A6E078A04134,9,9,80g香飘飘椰果奶茶原味,2017/6/19 23:26,B,已出货未退款,已提现,饮料,茶饮料
DD201708167493321007105721993,E43A6E078A06874,4.5,4.5,78g卫龙亲嘴语辣条,2017/6/19 23:28,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493335285138547156,E43A6E078A06874,3.5,3.5,78g卫龙亲嘴语辣条,2017/6/19 23:42,E,已出货未退款,已提现,非饮料,肉干/豆制品/蛋
DD201708167493316339845597194,E43A6E078A07631,4.5,4.5,40g乐事薯片黄瓜味,2017/6/20 0:00,D,已出货未退款,已提现,非饮料,膨化食品
DD201708167493316350412137155,E43A6E078A04134,2,2,85g新麦潮手撕面包（提子味）,2017/6/20 0:02,B,已出货未退款,已提现,非饮料,饼干糕点
DD201708167493535960566893873,E43A6E078A07631,4.5,4.5,180ml雀巢咖啡罐装,2017/6/20 0:09,D,已出货未退款,已提现,饮料,咖啡
DD20170816749372942931771561,E43A6E078A06874,3.5,3.5,可乐可乐,2017/6/20 0:10,E,已出货未退款,已提现,饮料,碳酸饮料
DD20170816749331643516550219,E43A6E078A04172,1.6,1.6,2g韩国海牌海苔,2017/6/20 0:19,A,已出货未退款,已提现,非饮料,海味零食
DD201708167493316461599747735,E43A6E078A04228,3,3,250ml维他原味豆奶,2017/6/20 0:32,C,已出货未退款,已提现,饮料,植物蛋白
DD201708167493316495416335693,E43A6E078A04228,12,12,小茗同学（青柠红茶）,2017/6/20 0:33,C,已出货未退款,已提现,饮料,茶饮料
DD201708167493594730316072182,E43A6E078A07631,8,8,150g健能酸奶原味,2017/6/20 1:29,D,已出货未退款,已提现,饮料,乳制品
DD201708082022232254ABE0FF0F3,E43A6E078A04134,2,2,怡宝纯净水,2017/6/20 1:33,B,已出货未退款,已提现,饮料,水
