,新闻动态,教学资源,项目与合作,竞赛,优秀作品
11047.0,0,0,0,1,0
11048.0,0,1,0,0,0
109352.0,0,1,0,0,0
109354.0,0,1,0,0,0
11051.0,0,1,0,0,0
11054.0,0,1,0,0,0
109359.0,0,0,1,0,0
109360.0,0,1,0,0,0
109358.0,0,1,0,0,0
109433.5,1,1,0,2,0
109437.0,0,0,1,0,0
109438.0,1,0,0,0,0
109440.0,0,1,0,0,0
109442.0,0,1,0,0,0
109482.5,2,8,0,6,0
109499.5,0,8,0,0,0
109516.5,0,18,0,0,0
109723.0,1,0,0,0,0
109729.5,6,4,1,0,0
109737.0,0,2,0,0,0
109751.0,0,6,0,0,0
8798.0,0,1,0,0,0
109961.0,0,1,0,0,0
109962.0,0,0,0,1,0
8831.0,1,0,0,0,0
109970.0,5,8,1,0,0
109978.0,0,1,0,0,0
109982.0,1,0,0,0,0
109983.0,0,1,0,0,0
109985.0,1,0,0,0,0
109987.0,0,1,0,0,0
109990.0,0,1,0,0,0
109991.0,0,1,0,0,0
110000.0,0,1,0,0,0
110001.0,0,1,0,0,0
110003.0,0,0,0,2,0
110005.0,0,1,0,0,0
110012.0,0,0,0,1,0
110022.0,0,1,0,0,0
110025.0,0,1,0,0,0
110066.5,0,4,0,0,0
110071.0,0,4,0,1,0
110075.0,0,0,1,2,0
110077.5,0,1,0,1,0
110079.0,0,0,0,1,0
110111.5,0,3,0,1,0
110234.0,0,1,0,0,0
110240.0,2,1,3,1,1
110249.0,1,6,0,0,0
110260.5,4,8,2,0,0
110396.5,1,3,1,3,0
110413.0,4,8,1,2,1
110499.5,2,7,2,3,1
110590.0,0,0,0,1,0
110630.5,5,4,1,3,0
110648.0,1,12,0,1,0
110708.0,0,0,1,1,1
110711.0,0,1,0,0,0
110715.0,0,0,0,1,0
110716.5,0,2,0,0,0
110753.0,0,1,0,0,0
110948.0,0,1,0,0,0
110950.0,0,1,0,0,0
110951.0,1,0,0,0,0
111132.0,1,0,0,0,0
111201.0,0,1,0,0,0
111205.0,0,1,0,0,0
111206.0,0,1,0,0,0
111208.5,4,0,0,0,0
111232.0,1,2,0,0,0
111237.5,1,5,0,0,0
111415.5,5,0,0,0,0
111421.0,1,0,0,0,0
111425.5,4,0,0,8,0
111453.0,0,1,0,0,0
111457.5,1,2,1,1,0
111506.0,0,1,0,0,0
111510.0,0,0,0,1,0
111511.0,0,1,0,0,0
111512.5,0,0,0,2,0
111515.0,1,0,0,0,0
111517.0,0,1,0,0,0
111520.0,0,1,0,0,0
111522.0,1,0,0,0,0
111523.0,0,1,0,0,0
111525.0,0,1,0,0,0
111527.0,0,1,0,0,0
111528.0,0,0,0,1,0
111529.0,0,1,0,0,0
111531.0,0,1,0,0,0
111541.0,0,10,0,0,0
111548.5,0,1,0,0,0
111554.0,1,0,0,0,0
111555.0,0,1,0,0,0
111556.0,0,1,0,0,0
111585.0,0,0,0,1,0
111589.0,1,0,0,0,0
111591.0,0,1,0,0,0
111593.0,0,0,0,1,0
111594.0,0,0,0,1,0
111596.0,0,1,0,0,0
111598.0,1,0,0,0,0
111599.0,0,1,0,0,0
111601.0,0,1,0,0,0
111602.0,0,1,0,0,0
111605.0,0,1,0,0,0
111607.0,0,1,0,0,0
111613.0,1,0,0,0,0
111619.0,0,0,0,1,0
111621.0,0,1,0,0,0
111622.0,0,1,0,0,0
111623.0,0,1,0,0,0
111624.0,1,0,0,0,0
111625.0,0,1,0,0,0
111626.0,0,0,0,1,0
111627.0,0,1,0,0,0
111628.0,0,1,0,0,0
111629.0,1,0,0,0,0
111630.5,0,2,0,0,0
111632.0,0,1,0,0,0
111634.0,0,0,0,1,0
111635.5,0,0,0,2,0
111637.0,0,1,0,0,0
111641.0,0,1,0,0,0
111643.0,0,1,0,0,0
111644.0,0,1,0,0,0
111650.0,1,5,1,0,0
111656.0,0,0,0,1,0
111660.0,0,1,0,0,0
111666.0,0,1,0,0,0
111669.5,3,1,0,0,0
111673.0,1,0,0,0,0
111675.0,0,0,0,1,0
111676.0,0,1,0,0,0
111904.0,3,0,0,3,0
111914.0,0,1,0,0,0
111917.0,0,0,0,1,0
111921.5,1,4,0,0,0
111926.0,0,1,0,0,0
111930.0,0,1,0,0,0
111933.0,0,1,0,0,0
111936.5,0,1,0,0,0
111941.0,0,0,1,0,0
111942.5,0,2,0,0,0
111944.0,0,1,0,0,0
111946.0,0,1,0,0,0
111948.0,0,1,0,0,0
111949.0,0,0,1,0,0
111950.5,0,2,0,0,0
111952.5,0,0,0,1,0
111958.0,0,1,0,0,0
111970.0,0,1,0,0,0
111977.0,0,3,0,0,0
111987.5,0,18,0,0,0
112006.5,2,0,0,0,0
112008.5,0,0,0,2,0
112010.0,1,0,0,0,0
112011.0,0,0,0,1,0
112012.0,0,0,0,1,0
112013.5,0,2,0,0,0
112015.0,1,0,0,0,0
112017.5,0,2,0,0,0
112028.5,0,0,0,2,0
112082.0,0,1,0,0,0
112083.0,0,1,0,0,0
112085.5,2,0,0,0,0
112087.0,0,1,0,0,0
112088.0,0,1,0,0,0
112089.0,0,1,0,0,0
112098.5,2,11,1,3,0
112115.5,1,9,3,2,0
112124.5,0,2,0,0,0
112126.0,0,0,1,0,0
112127.0,0,1,0,0,0
112128.0,0,1,0,0,0
112129.0,0,0,1,0,0
112138.5,17,0,0,0,0
112148.5,2,0,0,0,0
112154.0,0,0,1,0,0
112155.5,0,2,0,0,0
112160.5,0,2,0,0,0
112165.0,0,1,0,0,0
112169.5,0,2,0,0,0
112173.0,0,1,0,0,0
112174.0,0,1,0,0,0
112176.0,1,0,0,1,0
112178.0,0,1,0,0,0
112179.0,0,1,0,0,0
112180.0,0,0,0,1,0
112181.0,0,0,0,0,1
112185.0,0,7,0,0,0
112189.5,0,2,0,0,0
112243.0,0,1,0,0,0
112248.0,0,0,0,1,0
112249.0,0,1,0,0,0
112252.0,0,1,0,0,0
112253.0,0,1,0,0,0
112254.0,0,1,0,0,0
112256.5,8,0,0,0,0
112259.5,0,2,0,0,0
112272.5,0,2,0,1,0
112275.5,0,1,0,0,0
112279.5,0,2,0,0,0
112282.0,0,2,0,0,0
112288.0,0,1,0,0,0
112289.0,0,0,1,0,0
112290.5,0,0,0,1,0
112292.5,0,1,0,0,0
112296.0,0,1,0,0,0
112297.0,0,1,0,0,0
112302.5,0,2,0,0,0
112307.0,0,2,0,0,0
112311.5,0,3,0,0,0
112316.5,0,1,0,0,0
112318.0,0,1,0,0,0
112320.5,0,3,0,1,0
112323.0,1,0,0,0,0
112325.0,0,3,0,0,0
112327.0,0,1,0,0,0
112328.0,0,1,0,0,0
112329.0,0,1,0,0,0
112332.5,0,1,0,1,0
112335.5,0,2,0,0,0
112404.0,0,1,0,0,0
112407.0,0,1,0,0,0
112410.0,0,1,0,0,0
112413.0,1,0,0,0,0
112414.0,0,0,0,1,0
112415.0,0,0,0,1,0
112416.0,0,1,0,0,0
112417.0,1,0,0,0,0
112418.0,0,1,0,0,0
112419.0,0,0,0,1,0
112420.5,0,1,0,1,0
112422.5,0,1,0,1,0
112424.0,0,0,0,1,0
112425.5,0,1,0,1,0
112427.5,0,1,1,0,0
112430.0,0,2,0,1,0
112433.0,2,1,0,0,0
112435.5,0,1,0,1,0
112437.0,0,0,0,1,0
112438.0,0,0,0,1,0
112441.0,0,1,0,0,0
112443.0,0,1,0,0,0
112447.0,0,1,0,0,0
112451.0,0,0,0,6,0
112453.5,0,0,0,3,0
112455.0,0,1,0,0,0
112462.0,0,0,0,1,0
112472.0,0,1,0,0,0
112473.0,1,0,0,0,0
112474.0,0,0,0,1,0
112476.0,0,1,0,0,0
112479.0,0,0,0,1,0
112480.0,0,1,0,0,0
112484.0,0,1,0,0,0
112485.0,0,1,0,0,0
112487.0,0,0,0,1,0
112490.0,1,0,0,0,0
112492.5,0,1,0,0,0
112494.0,0,1,0,0,0
112495.0,0,1,0,0,0
112497.5,7,0,0,0,0
112501.0,0,0,1,0,0
112502.0,0,1,0,0,0
112506.0,8,0,0,0,0
112512.0,12,0,0,0,0
112516.5,0,1,0,0,0
112518.0,0,1,0,0,0
112519.0,0,1,0,0,0
112521.0,0,1,0,0,0
112522.0,0,1,0,0,0
112523.0,0,1,0,0,0
112524.5,0,1,0,0,0
112526.0,0,1,0,0,0
112527.0,0,1,0,0,0
112528.5,0,1,0,1,0
112530.0,0,1,0,0,0
112531.0,0,1,0,0,0
112532.0,0,1,0,0,0
112533.0,0,1,0,0,0
112534.0,0,1,0,0,0
112535.0,0,1,0,0,0
112536.0,0,1,0,0,0
112537.0,0,1,0,0,0
112538.5,0,2,0,0,0
112540.5,0,1,0,1,0
112542.0,0,1,0,0,0
112544.0,0,1,0,0,0
112547.0,1,0,0,0,0
112548.0,0,1,0,0,0
112549.0,0,1,0,0,0
112550.0,0,1,0,0,0
112551.0,0,1,0,0,0
112556.0,0,1,0,0,0
112557.0,0,1,0,0,0
112558.0,0,1,0,0,0
112559.0,0,1,0,0,0
112561.0,0,1,0,0,0
112564.5,7,0,0,1,0
112568.0,1,0,0,0,0
112574.0,0,1,0,0,0
112578.0,0,1,0,0,0
112579.0,0,0,0,1,0
112581.0,0,1,0,0,0
112582.0,0,1,0,0,0
112583.0,0,0,0,1,0
112584.0,0,1,0,0,0
112594.0,0,1,0,0,0
112595.0,0,1,0,0,0
112597.0,0,1,0,0,0
112598.0,0,1,0,0,0
112606.0,0,1,0,0,0
112607.0,0,1,0,0,0
112609.0,0,1,0,0,0
112610.0,0,1,0,0,0
112849.0,0,1,0,0,0
107098.0,0,1,0,0,0
107101.0,0,0,0,1,0
107102.5,0,0,0,1,0
112913.0,1,0,0,0,0
112914.0,0,1,0,0,0
112921.0,0,1,0,0,0
112922.0,1,0,0,0,0
112923.0,0,1,0,0,0
112924.0,0,1,0,0,0
112926.5,0,2,0,0,0
112930.5,0,1,0,0,0
112934.0,0,1,0,0,0
112935.0,0,1,0,0,0
112936.0,0,1,0,0,0
112938.0,0,1,0,0,0
112939.0,0,1,0,0,0
112941.0,0,1,0,0,0
112944.0,1,0,0,0,0
112947.5,0,3,0,2,0
112955.0,0,4,0,2,0
112962.0,0,2,0,2,0
112968.0,0,4,0,2,0
112973.5,8,0,0,0,0
107122.0,0,1,0,0,0
112977.0,1,0,0,0,0
112978.0,0,1,0,0,0
112981.0,0,1,0,0,0
112982.0,0,1,0,0,0
112983.0,0,0,0,1,0
112984.0,0,1,0,0,0
107125.0,0,1,0,0,0
112995.0,0,1,0,0,0
112996.0,0,1,0,0,0
112998.0,0,1,0,0,0
113000.0,0,1,0,0,0
113001.0,0,0,0,1,0
113003.0,0,1,0,0,0
113006.0,0,0,0,10,0
113009.0,0,1,0,0,0
113011.0,0,1,0,0,0
113016.0,0,1,0,0,0
113017.0,0,1,0,0,0
113018.0,0,0,1,0,0
113021.0,0,1,0,0,0
113022.0,0,0,0,1,0
113023.0,0,1,0,0,0
113024.0,0,1,0,0,0
113025.0,0,1,0,0,0
113027.0,6,0,0,0,0
113029.0,0,1,0,0,0
113030.0,0,1,0,0,0
113031.0,0,1,0,0,0
113035.0,0,1,0,0,0
113038.0,0,1,0,0,0
113042.5,0,0,0,2,0
113046.0,0,1,0,0,0
113047.0,0,1,0,0,0
113048.0,0,0,0,1,0
113049.0,0,1,0,0,0
113052.0,0,1,0,0,0
113057.0,0,0,0,1,0
113059.0,0,1,0,0,0
113060.0,0,0,0,1,0
113061.0,1,0,0,0,0
113062.0,0,1,0,0,0
113063.0,0,0,0,1,0
113068.0,0,1,0,0,0
113069.0,0,1,0,0,0
113071.0,0,1,0,0,0
113072.0,0,1,0,0,0
113073.0,0,1,0,0,0
113074.0,1,0,0,0,0
113075.5,0,1,0,0,0
113078.0,0,1,0,0,0
113081.0,1,0,0,0,0
113082.0,0,1,0,0,0
113083.0,0,1,0,0,0
113085.0,0,0,0,1,0
113089.5,8,0,0,0,0
113093.0,0,0,0,1,0
113094.0,1,0,0,0,0
113096.0,0,0,0,1,0
113098.5,0,0,0,8,0
113101.5,0,0,1,1,0
113130.0,0,1,0,0,0
113131.0,0,1,0,0,0
113132.0,0,1,0,0,0
113133.0,0,1,0,0,0
113134.0,0,1,0,0,0
113135.0,1,0,0,0,0
113139.0,1,0,0,0,0
113142.5,1,0,0,0,0
113144.0,0,1,0,0,0
113145.0,0,1,0,0,0
113146.0,0,1,0,0,0
113148.0,0,1,0,0,0
113149.0,0,0,0,1,0
113154.0,0,0,0,1,0
113161.0,0,1,0,0,0
113162.0,0,1,0,0,0
113166.0,0,1,0,0,0
113170.0,0,4,0,0,0
113178.0,0,0,0,1,0
113181.0,0,0,0,1,0
113182.5,0,1,0,0,0
113190.0,4,0,0,8,0
113208.0,0,0,0,1,0
113212.0,0,0,0,1,0
113214.5,0,2,0,0,0
113225.5,4,0,0,6,0
113239.5,4,0,0,4,0
113248.5,2,0,0,2,0
113255.5,2,0,0,3,0
113261.0,1,0,0,1,0
113264.0,0,1,0,0,0
113265.0,0,1,0,0,0
113269.0,0,1,0,0,0
113272.0,4,0,0,0,0
113275.0,0,1,0,0,0
113282.0,0,0,0,1,0
113287.0,0,1,0,0,0
113297.0,0,1,0,0,0
113298.0,0,1,0,0,0
113299.5,0,1,0,0,0
113301.0,0,1,0,0,0
113303.0,0,1,0,0,0
113307.0,0,0,0,2,0
113310.0,1,0,0,0,0
113313.0,0,1,0,0,0
113314.0,0,1,0,0,0
113316.0,0,0,0,1,0
113340.0,0,1,0,0,0
113342.5,0,2,0,2,0
113346.5,0,2,1,0,0
113350.0,0,1,2,0,0
113354.0,3,1,0,0,0
113358.0,2,1,0,0,0
113361.5,0,2,0,1,0
113366.0,1,2,0,2,0
113370.5,2,1,0,0,0
113373.0,0,0,1,0,0
113376.0,2,0,0,3,0
113380.5,0,1,0,0,0
113385.5,1,2,1,2,0
113390.0,1,0,1,0,0
113392.5,0,2,0,0,0
113395.0,0,1,0,1,0
113398.0,0,2,0,0,0
113400.5,0,1,0,0,0
113403.5,2,0,0,1,0
113408.0,1,2,0,1,0
113412.0,1,1,0,1,0
113415.5,2,0,1,1,0
113420.5,0,1,2,2,0
113425.0,0,1,0,1,0
113430.0,0,6,0,1,0
113436.5,1,3,0,2,0
113440.5,0,1,0,0,0
113443.0,0,2,0,0,0
113446.0,0,3,0,0,0
113449.0,1,1,0,0,0
113452.0,1,2,0,0,0
113454.5,0,2,0,0,0
113457.5,0,1,2,1,0
113460.5,0,0,0,1,0
113462.5,1,0,0,0,0
113466.5,1,3,1,0,0
113471.0,0,0,1,1,0
113474.0,0,1,0,1,0
113478.0,1,0,0,0,0
113484.0,0,0,0,1,0
113486.0,0,1,0,0,0
113488.5,0,0,0,6,0
113555.0,4,2,3,2,0
113567.5,0,2,0,0,0
113570.0,0,2,1,0,0
113572.0,1,0,0,0,0
113573.0,0,1,0,0,0
113576.0,1,0,0,0,0
113577.5,0,2,0,0,0
113587.5,0,16,0,0,0
113598.0,0,0,0,2,0
113605.5,8,0,0,1,0
113614.5,0,6,0,0,0
113726.0,0,0,0,1,0
113727.0,0,1,0,0,0
113728.5,0,1,0,1,0
113765.0,0,1,0,0,0
113775.0,0,0,0,1,0
113776.0,0,0,0,1,0
113780.0,0,0,0,1,0
113781.5,0,2,0,0,0
113783.5,0,1,0,1,0
113785.0,0,1,0,0,0
113786.0,0,1,0,0,0
113787.5,0,0,0,2,0
113789.0,0,1,0,0,0
113790.5,2,0,0,0,0
113792.0,0,1,0,0,0
113794.0,0,3,0,0,0
113796.0,0,1,0,0,0
113798.0,0,0,0,3,0
113800.5,0,2,0,0,0
113802.0,0,0,0,1,0
113803.0,1,0,0,0,0
113804.0,0,1,0,0,0
113805.0,0,1,0,0,0
113806.5,1,0,0,0,0
113808.0,1,0,0,0,0
113809.5,0,2,0,0,0
113812.0,0,0,0,1,0
113814.0,0,0,0,3,0
113816.0,0,1,0,0,0
113818.0,0,0,0,3,0
113820.0,1,0,0,0,0
113821.0,0,1,0,0,0
113822.0,0,1,0,0,0
113823.5,2,0,0,0,0
113825.0,0,1,0,0,0
113826.5,0,2,0,0,0
113828.5,0,2,0,0,0
113830.0,0,1,0,0,0
113831.5,0,0,0,2,0
113833.5,0,2,0,0,0
113835.0,0,0,0,1,0
113836.0,0,0,0,1,0
113837.5,2,0,0,0,0
113839.0,0,0,0,1,0
113840.0,0,1,0,0,0
113841.0,0,1,0,0,0
113842.0,0,1,0,0,0
113843.5,0,2,0,0,0
113845.0,1,0,0,0,0
113846.0,0,1,0,0,0
113847.0,0,1,0,0,0
113848.0,1,0,0,0,0
113849.0,0,1,0,0,0
113850.0,0,1,0,0,0
113851.0,0,0,0,1,0
113852.0,0,1,0,0,0
113853.0,0,1,0,0,0
113854.0,0,1,0,0,0
113856.0,3,0,0,0,0
113863.0,0,7,0,0,0
113870.0,1,0,0,1,0
113946.0,0,1,0,0,0
113951.0,0,1,0,0,0
113962.5,0,2,0,0,0
113965.0,1,0,0,0,0
113975.0,0,0,0,1,0
113977.5,0,2,0,0,0
114030.0,0,1,0,0,0
114031.0,0,0,1,0,0
114033.5,0,2,0,0,0
114036.0,4,0,0,2,0
114062.0,0,1,0,0,0
114063.0,0,1,0,0,0
114066.0,0,1,0,0,0
114067.0,0,1,0,0,0
114068.0,0,1,0,0,0
114069.0,0,1,0,0,0
114073.0,0,1,0,0,0
114076.0,0,1,0,0,0
114077.5,4,0,0,0,0
114079.0,0,0,0,1,0
114080.0,0,1,0,0,0
114082.0,0,1,0,0,0
114083.0,0,0,0,1,0
114085.5,0,0,0,8,0
114089.0,0,1,0,0,0
114090.0,0,1,0,0,0
114091.0,0,0,0,1,0
114093.0,0,0,0,1,0
114094.0,0,0,0,1,0
114095.0,0,1,0,0,0
114096.0,0,1,0,0,0
114097.0,0,1,0,0,0
114102.5,1,3,0,0,2
114109.0,0,3,0,0,0
114113.5,1,4,1,0,0
114125.0,2,9,1,1,0
114166.0,2,12,1,1,0
114182.5,1,12,0,0,0
114201.5,2,9,1,1,1
114221.0,3,8,0,1,0
114235.5,0,10,0,0,0
114247.5,0,7,2,0,1
114260.0,2,7,1,0,0
114276.5,3,10,1,1,0
114293.5,2,6,1,1,0
114309.0,4,9,0,1,2
114370.5,1,14,1,1,0
114390.0,2,13,0,1,0
114406.5,2,7,0,1,0
114448.0,5,3,1,0,0
114460.0,2,5,0,1,0
114476.0,4,10,0,2,0
114489.5,2,5,0,1,0
114500.0,0,9,0,1,0
114517.0,3,11,0,1,0
114535.0,1,8,3,2,0
114573.0,2,14,1,2,0
114591.5,1,10,0,2,0
114608.5,2,8,0,0,0
114620.5,2,1,0,1,0
114629.5,2,7,1,0,0
114640.5,2,6,0,1,0
114649.0,0,5,0,0,0
114656.5,0,7,1,0,1
114665.0,2,2,1,0,0
114674.5,0,9,0,0,0
114683.0,1,2,0,0,0
114689.5,0,2,0,2,0
114698.0,0,6,0,2,0
114706.5,2,2,0,2,0
114711.0,1,0,0,0,0
114716.5,2,5,0,1,0
114725.0,0,5,0,1,0
114730.5,0,2,0,1,0
114737.5,1,7,0,2,0
114746.0,1,4,0,0,2
114756.0,0,4,2,1,0
114767.0,3,3,0,1,0
114777.5,0,8,0,1,0
114787.0,1,1,1,1,0
114795.5,2,3,2,0,1
114804.0,1,5,0,1,0
114812.5,1,4,1,3,0
114826.0,3,10,0,0,0
114836.5,0,3,0,0,0
114842.0,1,4,0,0,0
114849.5,1,4,0,0,0
114856.0,2,0,0,1,0
114861.5,1,3,1,1,0
114865.5,2,0,0,0,0
114871.0,1,4,0,0,0
114882.0,3,5,1,2,1
114895.5,2,7,1,0,0
114907.5,3,5,0,0,0
114914.5,1,2,0,0,0
114919.5,0,4,1,1,0
114927.0,1,5,1,2,0
114932.0,1,0,0,0,0
114935.5,0,5,0,0,0
114941.0,0,4,0,0,0
114948.0,1,7,0,0,0
114956.5,2,3,2,1,0
114962.0,0,1,0,0,0
114972.0,3,4,1,3,0
114984.5,0,5,0,0,0
114995.0,1,8,1,0,0
115006.5,2,5,1,0,0
115015.0,1,5,0,0,0
115023.0,1,5,2,0,0
115037.0,5,7,2,0,1
115051.5,3,4,0,1,0
115061.5,0,4,1,1,1
115071.0,1,4,2,0,0
115080.0,0,5,0,0,0
115088.5,0,3,0,1,0
115099.5,1,8,0,1,0
115108.5,1,1,0,0,0
115114.5,0,7,0,1,0
115121.5,1,3,1,0,0
115130.5,2,7,2,1,0
115139.0,1,0,1,0,0
115145.5,1,4,0,2,0
115151.0,1,2,0,0,0
115157.5,2,5,1,0,0
115166.0,1,2,0,1,0
115173.0,2,3,0,0,0
115178.5,1,3,0,0,0
115183.5,2,2,0,0,1
115190.5,0,3,0,1,0
115198.5,1,3,0,1,0
115205.0,0,2,0,0,0
115213.0,1,5,0,2,0
115221.5,3,0,0,1,0
115231.0,2,7,0,1,0
115240.5,3,3,0,0,0
115247.0,0,4,1,2,0
115253.0,1,2,0,0,0
115259.0,1,2,1,0,0
115266.0,0,2,1,0,0
115274.0,2,6,0,0,0
115281.0,0,4,0,0,1
115288.0,0,6,0,0,0
115298.0,2,5,3,0,0
115309.5,0,10,0,1,0
115320.0,1,6,0,0,1
115327.5,0,5,0,0,1
115333.0,1,3,0,0,0
115343.0,1,6,1,2,1
115354.5,1,4,0,0,0
115362.0,0,5,0,0,0
115397.5,2,10,2,0,0
115434.5,2,7,1,1,1
115445.5,0,0,0,2,0
115447.5,0,0,0,2,0
115451.0,0,0,0,2,0
115459.5,0,0,0,6,0
115467.5,0,0,0,4,0
115472.0,0,0,0,2,0
115478.0,0,0,0,2,0
115480.5,0,0,0,2,0
115482.5,0,0,0,2,0
115484.0,0,1,0,0,0
115520.5,0,2,0,0,0
115524.5,0,2,0,0,0
115526.0,0,0,0,1,0
115529.5,0,0,0,1,0
115595.0,1,1,0,2,0
115598.0,0,0,0,1,0
115603.5,0,6,2,1,0
115612.5,2,2,1,2,0
115658.5,2,3,2,3,0
115760.0,8,1,0,6,0
115771.0,1,0,0,0,0
115783.0,3,6,2,6,1
115898.5,1,1,0,0,0
115909.5,8,1,1,8,1
115928.0,4,6,1,5,0
115946.5,3,3,1,5,2
116165.5,0,0,0,2,0
116167.0,0,1,0,0,0
116168.0,0,1,0,0,0
116170.0,0,1,0,0,0
116174.0,0,6,0,0,0
116178.0,0,1,0,0,0
116180.0,0,1,0,0,0
116181.0,0,1,0,0,0
116183.0,0,0,0,1,0
116184.0,0,1,0,0,0
116185.0,0,1,0,0,0
116186.0,0,1,0,0,0
116187.0,0,1,0,0,0
116189.5,2,0,0,6,0
116192.0,0,1,0,0,0
116194.0,0,1,0,0,0
116206.5,0,0,0,12,0
116210.0,0,1,0,0,0
116218.0,0,1,0,0,0
116224.0,0,1,0,0,0
116226.0,0,1,0,0,0
116227.0,0,1,0,0,0
116232.0,13,0,0,0,0
116259.0,0,1,0,0,0
116263.0,0,1,0,0,0
116267.0,10,0,0,0,0
116271.0,0,1,0,0,0
116272.0,0,1,0,0,0
116274.0,0,1,0,0,0
116277.0,0,1,0,0,0
116279.0,0,0,0,1,0
116282.0,0,1,0,0,0
117699.0,0,0,1,0,0
117700.0,0,1,0,0,0
117701.0,1,0,0,0,0
117705.0,0,1,0,0,0
117706.0,0,1,0,0,0
117708.0,0,1,0,0,0
117712.5,0,0,0,6,0
117717.0,0,0,0,6,0
117720.0,0,0,0,0,1
117726.0,0,1,0,0,0
117727.0,0,1,0,0,0
117728.0,0,1,0,0,0
117731.5,4,0,0,0,0
117734.0,0,1,0,0,0
117737.5,0,4,0,0,0
117740.0,0,1,0,0,0
117741.0,0,1,0,0,0
117742.0,0,0,0,1,0
117745.0,0,1,0,0,0
117746.0,0,1,0,0,0
117747.0,0,1,0,0,0
117749.0,0,1,0,0,0
117756.0,0,1,0,0,0
117760.0,0,1,0,0,0
117765.0,0,0,1,0,0
117767.5,0,2,0,0,0
117771.5,0,5,0,0,0
117776.0,0,1,0,0,0
117778.0,0,1,0,0,0
117782.0,0,3,0,0,0
117784.0,0,1,0,0,0
117963.0,0,1,0,0,0
118317.0,0,1,0,0,0
118319.0,0,1,0,0,0
118322.0,4,0,0,0,0
118328.0,0,1,0,0,0
118332.0,0,0,0,1,0
118337.5,0,2,0,0,0
118346.0,0,0,1,0,0
118347.0,0,1,0,0,0
118349.0,0,1,0,0,0
118354.0,0,3,0,0,0
118356.5,2,0,0,0,0
118358.0,0,0,1,0,0
118359.0,0,1,0,0,0
118360.0,0,0,0,1,0
118361.0,0,0,1,0,0
118362.0,0,1,0,0,0
118363.0,0,0,0,1,0
118364.0,0,1,0,0,0
118365.0,0,1,0,0,0
118366.0,0,1,0,0,0
118368.0,0,0,0,1,0
118369.0,0,1,0,0,0
118372.0,0,1,0,0,0
118373.0,0,1,0,0,0
118374.0,1,0,0,0,0
118377.0,0,1,0,0,0
118428.0,0,0,0,1,0
118429.0,0,0,0,1,0
118431.0,0,0,0,1,0
118432.0,0,0,0,1,0
118434.5,8,0,0,0,0
118437.0,0,1,0,0,0
118442.0,0,1,0,0,0
118443.0,1,0,0,0,0
118445.0,0,1,0,0,0
118446.0,0,0,1,0,0
118447.0,0,1,0,0,0
118450.5,0,1,0,0,0
118452.0,0,1,0,0,0
118453.0,0,1,0,0,0
118454.0,0,1,0,0,0
118455.0,0,1,0,0,0
118456.0,0,1,0,0,0
118458.0,0,1,0,0,0
118464.5,0,10,0,0,0
118472.0,1,0,0,0,0
118473.0,0,1,0,0,0
118475.0,3,0,0,0,0
118479.0,3,0,0,0,0
118484.5,7,0,0,0,0
118491.5,4,0,0,0,0
118548.0,0,1,0,0,0
118549.0,0,1,0,0,0
118551.0,0,3,0,0,0
118554.0,0,1,0,0,0
118557.0,0,1,0,0,0
118559.5,0,0,0,1,0
118565.0,0,0,0,1,0
118569.0,0,0,0,1,0
118577.0,18,0,0,0,0
118583.0,0,0,0,1,0
118584.0,0,1,0,0,0
118585.5,0,0,0,1,0
118587.0,0,0,1,0,0
118588.0,0,1,0,0,0
118593.5,6,2,0,0,0
118604.0,9,3,1,0,0
118612.0,0,1,0,0,0
118613.0,0,1,0,0,0
118620.5,8,0,0,4,0
118641.5,0,2,0,0,0
118651.0,4,4,3,1,1
118665.0,2,2,2,3,0
118676.5,3,3,0,4,0
118688.0,0,5,1,0,0
118698.0,2,3,1,1,1
118710.0,5,4,1,2,2
118724.5,2,5,1,2,2
118741.0,2,7,1,3,0
118783.0,3,2,2,6,0
118799.0,3,6,1,1,0
118815.0,2,6,4,2,1
118829.0,0,4,2,6,0
118842.5,0,7,1,4,0
118858.5,3,6,1,3,1
118876.0,1,7,1,3,1
118893.0,2,8,5,2,0
118931.5,2,8,1,1,1
118946.0,0,6,1,1,1
118960.5,3,7,1,0,1
118974.5,4,3,3,1,0
118988.0,3,5,0,3,0
119003.5,6,4,1,3,0
119018.0,2,4,3,1,0
119030.5,2,6,2,1,0
119043.5,2,4,1,2,0
119057.5,1,3,2,6,1
119072.5,1,6,2,2,0
119088.5,3,8,2,2,2
119104.0,2,3,3,3,1
119118.0,3,5,1,1,1
119131.5,4,4,1,2,0
119142.0,2,4,1,1,0
119153.5,3,4,2,1,1
119170.0,1,8,2,3,1
119186.0,3,4,0,4,0
119200.5,1,9,0,1,3
119214.5,3,2,1,2,1
119225.5,4,2,2,1,0
119235.5,1,6,2,0,0
119245.5,5,3,0,0,0
119258.0,4,5,1,3,1
119272.0,1,5,1,2,0
119288.0,4,5,2,4,0
119305.5,5,8,0,2,0
119368.5,2,6,0,2,1
119384.0,4,5,0,3,0
119398.5,4,4,2,0,0
119413.5,3,8,0,2,1
119426.5,2,2,1,2,0
119440.5,5,5,3,6,0
119458.0,4,4,1,5,1
119472.5,4,2,1,3,0
119539.0,2,5,1,4,1
119552.0,1,2,0,0,1
119566.0,4,4,4,4,2
